139679,INF204KB1BE5,INF204KB1BD7,Reliance Regular Savings Fund- Balanced Option- Direct Plan-Monthly Dividend Plan,11.7141,11.5970,11.7141,26-Feb-2018
139680,INF204KB1BG0,INF204KB1BF2,Reliance Regular Savings Fund- Balanced Option- Monthly Dividend Plan,11.4165,11.3023,11.4165,26-Feb-2018
119604,INF200K01RW4,INF200K01RX2,SBI Magnum Balanced Fund - DIRECT PLAN - Dividend,42.3872,41.9633,42.3872,26-Feb-2018
101551,INF200K01115,INF200K01123,SBI Magnum Balanced Fund - REGULAR PLAN - Dividend,29.2832,28.9904,29.2832,26-Feb-2018
119609,INF200K01RY0,-,SBI Magnum Balanced Fund - DIRECT PLAN - Growth,131.6440,130.3276,131.6440,26-Feb-2018
102885,INF200K01107,-,SBI Magnum Balanced Fund - REGULAR PLAN -Growth,125.5771,124.3213,125.5771,26-Feb-2018
100617,INF903J01744,-,Sundaram Balanced Fund - Appreciation Option,83.5682,82.7325,83.5682,26-Feb-2018
119542,INF903J01MP0,-,Sundaram Balanced Fund - Direct Plan - Growth Option,86.3392,85.4758,86.3392,26-Feb-2018
119545,INF903J01MN5,INF903J01MO3,Sundaram Balanced Fund - Direct Plan - Dividend Option,15.9427,15.7833,15.9427,26-Feb-2018
101472,INF903J01728,INF903J01736,Sundaram Balanced Fund - Dividend Option,15.3154,15.1622,15.3154,26-Feb-2018
111924,INF903J01751,INF903J01769,Sundaram Balanced Fund - Institutional Dividend Option,14.2258,14.0835,14.2258,05-May-2016
119053,INF277K01MN2,-,Tata Balanced Fund -Direct Plan- Growth,214.9268,212.7775,214.9268,26-Feb-2018
119057,INF277K01MO0,INF277K01MP7,Tata Balanced Fund -Direct Plan- Monthly Dividend option,70.4245,69.7203,70.4245,26-Feb-2018
119058,INF277K01ML6,INF277K01MM4,Tata Balanced Fund -Direct Plan-Dividend Option,77.7358,76.9584,77.7358,26-Feb-2018
101222,INF277K01DB6,INF277K01295,Tata Balanced Fund Regular Plan - Dividend Option,74.1108,73.3697,74.1108,26-Feb-2018
100414,INF277K01303,-,Tata Balanced Fund Regular Plan - Growth,207.0429,204.9725,207.0429,26-Feb-2018
113134,INF277K01CS2,INF277K01CW4,Tata Balanced Fund Regular Plan- Monthly Dividend Option,67.2972,66.6242,67.2972,26-Feb-2018
101491,INF277K01AJ5,-,Tata Young Citizen [After 7 years] Regular Plan,26.3575,26.0939,26.3575,26-Feb-2018
101490,-,-,Tata Young Citizen Fund [>3 years upto 7 years] Regular Plan,26.3575,25.8304,26.3575,26-Feb-2018
101489,-,-,Tata Young Citizen Fund [Upto 3 years] Regular Plan,26.3575,25.5668,26.3575,26-Feb-2018
119299,-,-,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,27.8071,27.2510,27.8071,26-Feb-2018
119296,-,-,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,27.8071,26.9729,27.8071,26-Feb-2018
119312,INF277K01QW4,-,Tata Young Citizens' Fund-(After 7 years)-Direct Plan  Growth,27.8071,27.5290,27.8071,26-Feb-2018
119328,INF582M01948,INF582M01930,Union Asset Allocation Fund - Moderate Plan - Direct Plan - Dividend Option,12.5058,12.4433,12.5058,26-Feb-2018
119327,INF582M01922,-,Union Asset Allocation Fund - Moderate Plan - Direct Plan - Growth Option,15.6766,15.5982,15.6766,26-Feb-2018
117394,INF582M01484,INF582M01476,Union Asset Allocation Fund - Moderate Plan - Dividend Option,12.0186,11.9585,12.0186,26-Feb-2018
117393,INF582M01468,-,Union Asset Allocation Fund - Moderate Plan - Growth Option,15.1796,15.1037,15.1796,26-Feb-2018
100684,INF789F01323,-,UTI - Balanced Fund-Growth,170.9283,170.9283,170.9283,26-Feb-2018
120674,INF789F01SK9,-,UTI - Balanced Fund-Growth - Direct,174.9784,174.9784,174.9784,26-Feb-2018
100685,INF789F01307,INF789F01315,UTI - Balanced Fund-Income,30.8698,30.8698,30.8698,26-Feb-2018
120673,INF789F01SI3,INF789F01SJ1,UTI - Balanced Fund-Income - Direct,31.7633,31.7633,31.7633,26-Feb-2018
101662,-,-,UTI - Variable Investment Scheme-Growth Option,17.3822,17.3822,17.3822,30-Mar-2011
101661,-,-,UTI - Variable Investment Scheme-Income Option,13.0672,13.0672,13.0672,30-Mar-2011
119660,INF209K01Q14,INF209K01VW7,Aditya Birla Sun Life Tax Plan - Direct Plan - Dividend Option,134.83,134.83,134.83,26-Feb-2018
119661,INF209K01VV9,-,Aditya Birla Sun Life Tax Plan - Direct Plan - Growth Option,40.96,40.96,40.96,26-Feb-2018
100067,INF209K01330,INF209K01CM8,Aditya Birla Sun Life Tax Plan - Regular Plan - Dividend Option,93.64,93.64,93.64,26-Feb-2018
104331,INF209K01348,-,Aditya Birla Sun Life Tax Plan - Regular Plan - Growth Option,38.90,38.90,38.90,26-Feb-2018
119543,INF209K01P23,INF209K01UM0,Aditya Birla Sun Life Tax Relief '96 - Dividend - Direct Plan,224.14,224.14,224.14,26-Feb-2018
103164,INF209K01090,INF209K01CB1,Aditya Birla Sun Life Tax Relief '96 - Dividend Option,158.18,158.18,158.18,26-Feb-2018
119544,INF209K01UN8,-,Aditya Birla Sun Life Tax Relief '96 - Growth - Direct Plan,32.50,32.50,32.50,26-Feb-2018
107745,INF209K01108,-,Aditya Birla Sun Life Tax Relief '96 - Growth Option,31.07,31.07,31.07,26-Feb-2018
131741,INF084M01BX0,-,Aditya Birla Sun Life Tax Savings Fund - Direct Plan - Bonus Option,73.45,73.45,73.45,26-Feb-2018
131740,INF084M01BV4,INF084M01BW2,Aditya Birla Sun Life Tax Savings Fund - Direct Plan - Dividend Option,33.87,33.87,33.87,26-Feb-2018
131739,INF084M01BU6,-,Aditya Birla Sun Life Tax Savings Fund - Direct Plan - Growth Option,73.22,73.22,73.22,26-Feb-2018
131738,INF084M01333,-,Aditya Birla Sun Life Tax Savings Fund - Regular Plan - Bonus Option,71.27,71.27,71.27,26-Feb-2018
131737,INF084M01317,INF084M01325,Aditya Birla Sun Life Tax Savings Fund - Regular Plan - Dividend Option,33.04,33.04,33.04,26-Feb-2018
131736,INF084M01309,-,Aditya Birla Sun Life Tax Savings Fund - Regular Plan - Growth Option,71.17,71.17,71.17,26-Feb-2018
120502,INF846K01EX0,INF846K01EY8,Axis Long Term Equity Fund - Direct Plan - Dividend option,37.1681,37.1681,37.1681,26-Feb-2018
120503,INF846K01EW2,-,Axis Long Term Equity Fund - Direct Plan - Growth Option,43.6298,43.6298,43.6298,26-Feb-2018
112322,INF846K01149,INF846K01156,Axis Long Term Equity Fund - Dividend,24.0310,24.0310,24.0310,26-Feb-2018
